"","date","arrivals_domestic","arrivals_international","arrivals_ontime","arrivals_delayed","arrivals_cancelled","arrivals_passengers","departures_domestic","departures_international","departures_ontime","departures_delayed","departures_cancelled","departures_passengers","temp","precipitation","during_covid"
"1","1990-01-01",290,233,0.781259151,0.203513909,0.013836018,1627316,276,248,0.835760047,0.15157251,0.012667443,1573672,57.1,0.04,0
"2","1990-02-01",283,232,0.770038559,0.215686275,0.012388219,1495792,280,251,0.818599311,0.170821716,0.010578973,1490162,55,0.09,0
"3","1990-03-01",294,228,0.799927114,0.188994169,0.008892128,1718599,278,264,0.865322056,0.125930745,0.008747199,1757344,57.5,0,0
"4","1990-04-01",271,230,0.820615797,0.173136992,0.005800982,1643042,266,252,0.889399215,0.105637455,0.004963331,1674712,62.5,0.01,0
"5","1990-05-01",273,244,0.763291052,0.230054758,0.005891731,1719822,264,261,0.887723415,0.107307984,0.004968601,1745654,62.7,0.03,0
"6","1990-06-01",288,256,0.763007744,0.225716615,0.009509578,1894435,274,270,0.86246865,0.129600759,0.00793059,1942269,67.5,0.0406382978723404,0
"7","1990-07-01",271,263,0.827174125,0.165162045,0.006624667,2111460,265,280,0.894139028,0.099370416,0.006490556,2054150,71.4,0,0
"8","1990-08-01",262,263,0.768738278,0.222789886,0.007566449,2265548,266,273,0.841138422,0.152587322,0.006274256,2334195,69.6,0,0
"9","1990-09-01",291,248,0.825761812,0.16571149,0.006919206,1775873,279,267,0.887071978,0.105939902,0.00698812,1739423,71,0.0406382978723404,0
"10","1990-10-01",267,260,0.784610169,0.200745763,0.010101695,1728588,268,288,0.872495939,0.115592853,0.011911207,1732237,69.5,0,0
"11","1990-11-01",253,249,0.8130384,0.180026281,0.005475252,1668357,248,257,0.877265058,0.1179664,0.004768542,1679482,64.1,0,0
"12","1990-12-01",286,260,0.669763699,0.315165703,0.013461116,1750237,281,277,0.770153376,0.218506942,0.011339682,1767525,56.8,0,0
"13","1991-01-01",269,244,0.747352722,0.235495899,0.016181954,1680701,273,257,0.79889971,0.184670285,0.016430005,1661753,57.2,0.04,0
"14","1991-02-01",268,233,0.696785981,0.268250145,0.029897849,1397069,257,242,0.767567568,0.201580042,0.030852391,1380817,59.8,0.09,0
"15","1991-03-01",252,243,0.653230133,0.333128975,0.011954939,1651391,241,258,0.7710466,0.217035905,0.011917494,1649231,55,0.13,0
"16","1991-04-01",252,226,0.771544157,0.218380276,0.009312266,1665027,248,250,0.844335654,0.14579668,0.009867666,1689948,61,0.0406382978723404,0
"17","1991-05-01",237,228,0.806912096,0.184598047,0.0081142,1812029,247,244,0.877227276,0.11615668,0.006616044,1814289,60.3,0.0406382978723404,0
"18","1991-06-01",253,245,0.794856369,0.198526094,0.005715145,1938883,240,266,0.866506494,0.127937533,0.005555973,1940977,63.9,0.0406382978723404,0
"19","1991-07-01",237,251,0.781527147,0.21263249,0.004903021,2128949,236,276,0.854563836,0.139948007,0.005488157,2063303,67,0.01,0
"20","1991-08-01",238,245,0.761504457,0.233929995,0.003985796,2259937,228,261,0.826303626,0.169651885,0.004044489,2338563,68.9,0.0406382978723404,0
"21","1991-09-01",248,250,0.815328525,0.176428628,0.0068162,1770240,235,261,0.899113082,0.094472601,0.006414317,1736182,67.8,0,0
"22","1991-10-01",228,255,0.771443875,0.218761956,0.00803428,1764364,227,278,0.872408781,0.120630307,0.006960912,1789733,67.3,0,0
"23","1991-11-01",235,262,0.77073991,0.210281871,0.012572069,1615241,208,274,0.849017415,0.137641796,0.013340789,1659890,63.4,0.0406382978723404,0
"24","1991-12-01",252,259,0.738392997,0.246756292,0.009379397,1820081,233,285,0.796164384,0.19295499,0.010880626,1805975,58.7,0.09,0
"25","1992-01-01",229,268,0.826940994,0.161645963,0.010481366,1654730,226,286,0.858908582,0.131218905,0.009872512,1649832,58.4,0.05,0
"26","1992-02-01",211,268,0.720554855,0.263135771,0.01504834,1478324,220,293,0.808866829,0.176242954,0.014890216,1480412,60.8,0.16,0
"27","1992-03-01",224,267,0.698918035,0.286837394,0.012921305,1668885,218,296,0.802318344,0.184689591,0.012992065,1695952,59.2,0.16,0
"28","1992-04-01",228,277,0.815541727,0.162198819,0.017153343,1647733,212,307,0.878700592,0.105856937,0.015442471,1693214,65.6,0.01,0
"29","1992-05-01",220,288,0.82497889,0.14953558,0.02210793,1691736,204,308,0.881702258,0.093101859,0.025195883,1711804,66.1,0,0
"30","1992-06-01",229,299,0.761019649,0.234124877,0.003869206,1981035,210,314,0.874218573,0.122316788,0.003464638,2041178,65.9,0.0406382978723404,0
"31","1992-07-01",228,309,0.784978447,0.208592095,0.005260466,2255122,221,343,0.883369487,0.112509038,0.004121475,2236702,71.5,0.01,0
"32","1992-08-01",223,317,0.827170302,0.166979633,0.004983389,2382633,215,355,0.883645533,0.1120317,0.004322767,2428589,72.9,0,0
"33","1992-09-01",251,349,0.845054273,0.147530959,0.005733068,1839834,235,378,0.918988884,0.075833714,0.005177402,1852644,70.7,0,0
"34","1992-10-01",238,316,0.826826149,0.157977883,0.013766644,1715734,217,333,0.89885783,0.086639615,0.014502555,1766158,67,0.02,0
"35","1992-11-01",210,310,0.866346701,0.126657447,0.00618238,1659259,201,337,0.91056515,0.08424552,0.005189329,1690975,63.7,0,0
"36","1992-12-01",244,329,0.643447462,0.340653286,0.012514758,1751677,227,356,0.780809031,0.207980558,0.011210411,1785371,55.8,0.13,0
"37","1993-01-01",247,288,0.67383794,0.304177136,0.018922739,1745401,220,307,0.773197492,0.210501567,0.01630094,1694923,56.2,0.34,0
"38","1993-02-01",225,260,0.686077525,0.300675676,0.010579659,1475343,200,266,0.803135735,0.185413547,0.011450718,1502746,57,0.2,0
"39","1993-03-01",226,275,0.791956267,0.186177275,0.019055057,1725904,211,277,0.848430563,0.13295428,0.018615157,1752073,60.5,0.06,0
"40","1993-04-01",223,268,0.83189967,0.162231691,0.0052255,1687779,212,265,0.905176546,0.089950471,0.004872983,1736590,62.8,0,0
"41","1993-05-01",211,277,0.87602285,0.120271731,0.002856261,1830872,211,284,0.936220957,0.060316972,0.003462071,1862304,65.1,0.0406382978723404,0
"42","1993-06-01",237,279,0.808624709,0.185236985,0.004972805,1943856,233,273,0.893872832,0.101425819,0.004701349,1970313,68.3,0.02,0
"43","1993-07-01",225,278,0.854538606,0.141694915,0.003088512,2151637,215,287,0.918317017,0.078843136,0.002839848,2134906,69.5,0.0406382978723404,0
"44","1993-08-01",218,276,0.8412475,0.154974443,0.003185421,2259603,220,279,0.903658896,0.093316613,0.003024491,2323522,69.5,0,0
"45","1993-09-01",255,272,0.818839997,0.172874266,0.00635508,1811709,241,279,0.906568878,0.08721301,0.006218112,1823982,69,0.0406382978723404,0
"46","1993-10-01",226,274,0.810405437,0.183813765,0.005077728,1834365,223,273,0.894564964,0.100380997,0.005054039,1860402,68.4,0,0
"47","1993-11-01",230,258,0.75307309,0.238953488,0.006976744,1758086,222,270,0.843450215,0.150099239,0.006450546,1783755,63.6,0.03,0
"48","1993-12-01",245,267,0.758698819,0.232642822,0.008172844,1833715,236,287,0.853398525,0.139547932,0.007053543,1857267,58.4,0.03,0
"49","1994-01-01",248,259,0.754670397,0.21356267,0.028721916,1714806,239,268,0.822776555,0.148447053,0.028776392,1712372,59.1,0.01,0
"50","1994-02-01",227,241,0.687431193,0.286330275,0.024678899,1542062,221,258,0.79028133,0.187431494,0.022287176,1557873,57,0.16,0
"51","1994-03-01",237,243,0.799639581,0.189957405,0.008682831,1854666,225,262,0.860628315,0.131538148,0.007833537,1902050,60.7,0.03,0
"52","1994-04-01",219,245,0.79402834,0.200657895,0.004217274,1767712,217,261,0.878736842,0.116715789,0.004547368,1818675,60.2,0.01,0
"53","1994-05-01",210,242,0.824545964,0.170973678,0.003600288,1927941,208,267,0.897294709,0.098954593,0.003750698,1945588,62,0,0
"54","1994-06-01",235,267,0.826929209,0.167570153,0.003667092,2075416,227,282,0.895177361,0.100836987,0.003985652,2124654,68.2,0,0
"55","1994-07-01",221,267,0.791468119,0.203388549,0.004235686,2348485,226,276,0.864809628,0.130648702,0.00454167,2317858,67.8,0.0406382978723404,0
"56","1994-08-01",223,267,0.847986853,0.147605886,0.003212071,2380035,217,268,0.886115445,0.111061585,0.00282297,2448451,74.7,0.0406382978723404,0
"57","1994-09-01",230,262,0.872146823,0.123534855,0.003701419,1967609,237,272,0.912036324,0.084115746,0.00384793,1990286,70.6,0,0
"58","1994-10-01",233,264,0.815295815,0.178643579,0.004978355,2016474,230,268,0.875791595,0.119099021,0.005109384,2032312,66.8,0,0
"59","1994-11-01",222,251,0.7198818,0.269737839,0.006288832,1945528,221,248,0.799834512,0.193019407,0.007146081,1964356,57.9,0.02,0
"60","1994-12-01",257,251,0.719630126,0.264699654,0.011999718,2060837,243,267,0.777730886,0.210733629,0.011535486,2078800,57.5,0.03,0
"61","1995-01-01",256,248,0.594077936,0.367889847,0.036227525,1952009,254,262,0.676962161,0.287404733,0.035633106,1949885,56.8,0.41,0
"62","1995-02-01",237,247,0.741393292,0.23051972,0.026170291,1700209,231,257,0.791356295,0.18231433,0.026329375,1720191,61.6,0.02,0
"63","1995-03-01",226,263,0.713619342,0.261480849,0.023388739,2001250,222,269,0.773360494,0.203509002,0.023130503,2044576,60,0.18,0
"64","1995-04-01",212,262,0.7396697,0.24388271,0.015840917,1998111,210,264,0.819855669,0.164699535,0.015444797,2053372,60.5,0.02,0
"65","1995-05-01",206,251,0.693761688,0.28827144,0.017098584,2073890,200,267,0.814889067,0.168738305,0.016372628,2111187,60.3,0.02,0
"66","1995-06-01",213,258,0.670264508,0.31347858,0.015857152,2205160,215,268,0.765129299,0.218475073,0.016395628,2260845,64.3,0.02,0
"67","1995-07-01",211,231,0.765329053,0.218362761,0.015730337,2394793,212,239,0.815426113,0.168967953,0.015605934,2343135,68.2,0,0
"68","1995-08-01",209,228,0.798433093,0.184393607,0.016170479,2506757,216,242,0.810992041,0.173278185,0.015729774,2583186,68.9,0,0
"69","1995-09-01",217,242,0.795217946,0.18846128,0.015380482,2044298,217,246,0.85127964,0.132733257,0.015987103,2058546,70.7,0.0406382978723404,0
"70","1995-10-01",221,241,0.720875988,0.261370999,0.01639238,2095255,217,254,0.79049718,0.192649251,0.016853568,2108584,67.3,0,0
"71","1995-11-01",234,237,0.660064645,0.310157486,0.024344956,2036578,212,247,0.714560836,0.259508907,0.025930257,2059690,62.8,0,0
"72","1995-12-01",248,267,0.591876209,0.376108851,0.027679584,2141769,234,276,0.659954661,0.312308308,0.027737032,2154544,58.9,0.07,0
"73","1996-01-01",235,253,0.591645185,0.358648952,0.046995836,2040794,227,250,0.696396694,0.25738843,0.046214876,2020994,58.2,0.06,0
"74","1996-02-01",237,244,0.611458699,0.357047452,0.028471002,1967209,232,243,0.707507381,0.264867145,0.027625474,1963778,58.3,0.14,0
"75","1996-03-01",228,241,0.711997363,0.266512854,0.019907713,2256281,225,246,0.771136738,0.208698517,0.020164745,2282800,60.1,0.04,0
"76","1996-04-01",251,255,0.787827728,0.194378918,0.016580171,2169249,246,254,0.839466235,0.144561262,0.015972503,2190810,64.2,0.01,0
"77","1996-05-01",244,253,0.769400898,0.210563976,0.01905939,2271336,242,258,0.823108451,0.15835014,0.018541409,2312544,65.9,0,0
"78","1996-06-01",266,264,0.738328117,0.239175796,0.021583203,2424824,263,266,0.795604252,0.183395291,0.021000457,2469051,67.3,0,0
"79","1996-07-01",243,277,0.723452017,0.252042153,0.023819916,2615733,251,270,0.793428108,0.183751091,0.022820801,2580291,69.5,0.0406382978723404,0
"80","1996-08-01",245,267,0.723048442,0.258377044,0.017957421,2726337,251,271,0.771040445,0.211917258,0.017042297,2819975,73.3,0,0
"81","1996-09-01",261,268,0.720571914,0.257752824,0.020695959,2229889,262,277,0.78972786,0.189780069,0.020492071,2217757,69.1,0,0
"82","1996-10-01",261,271,0.619887832,0.35383452,0.023757011,2252748,250,268,0.727238359,0.248566568,0.024195073,2294202,63.8,0.05,0
"83","1996-11-01",248,277,0.707110459,0.259338314,0.030749733,2034823,230,258,0.763720123,0.206569635,0.029710242,2085401,62.1,0.06,0
"84","1996-12-01",268,286,0.554546617,0.406253997,0.035298632,2308804,231,291,0.615989767,0.348001279,0.036008954,2300240,58.2,0.15,0
"85","1997-01-01",250,283,0.613506658,0.345212429,0.038934686,2161761,243,281,0.664342314,0.297179081,0.038478605,2180240,57.3,0.17,0
"86","1997-02-01",236,280,0.75415376,0.218037173,0.026260208,1933043,233,277,0.778645833,0.195171734,0.026182432,1942949,58.7,0,0
"87","1997-03-01",235,283,0.76333737,0.21531009,0.018739244,2334675,232,278,0.782791587,0.198279159,0.018929254,2376836,59.9,0.0406382978723404,0
"88","1997-04-01",239,275,0.793612903,0.185935484,0.019870968,2150789,229,270,0.821656874,0.1588429,0.019500226,2189298,61.8,0.0406382978723404,0
"89","1997-05-01",230,288,0.785794673,0.192572215,0.020257597,2290158,222,281,0.828099587,0.150444139,0.021456274,2349358,67.5,0.0406382978723404,0
"90","1997-06-01",249,287,0.686345458,0.289595633,0.02221799,2432217,252,297,0.756955914,0.220238851,0.022805234,2483930,68.8,0,0
"91","1997-07-01",238,289,0.738955823,0.238590727,0.021175612,2593049,234,290,0.80086422,0.176860812,0.022274968,2593750,69.4,0.0406382978723404,0
"92","1997-08-01",234,286,0.72321591,0.257988237,0.017583217,2728154,235,293,0.766931425,0.215303462,0.017765112,2824495,72.9,0.0406382978723404,0
"93","1997-09-01",254,295,0.853786569,0.124447859,0.020869343,2217169,250,287,0.87510408,0.105040671,0.019855249,2222380,74.7,0.01,0
"94","1997-10-01",251,285,0.766693684,0.206746056,0.025437995,2208326,233,275,0.813096352,0.161334581,0.025569068,2258234,68.5,0.0406382978723404,0
"95","1997-11-01",219,272,0.744935237,0.233344404,0.020724012,2114478,214,281,0.794338494,0.186125324,0.019536182,2199911,63.2,0.09,0
"96","1997-12-01",240,293,0.738968702,0.237172909,0.022319138,2264785,238,282,0.773692653,0.20391402,0.022393327,2256557,56.9,0.13,0
"97","1998-01-01",233,285,0.71753942,0.241061579,0.039841672,2109422,220,292,0.770892811,0.196080976,0.033026213,2103298,56.2,0.12,0
"98","1998-02-01",230,295,0.750589075,0.201785077,0.046697608,1865311,214,287,0.717708858,0.238756566,0.043534576,1897155,55.1,0.49,0
"99","1998-03-01",213,292,0.761209326,0.209582373,0.027863182,2197551,209,292,0.771804218,0.201510023,0.026685759,2249102,58,0.11,0
"100","1998-04-01",243,292,0.702658245,0.268390578,0.02710883,2257702,235,293,0.806709695,0.173322576,0.019967729,2298626,57.2,0.03,0
"101","1998-05-01",240,295,0.765368075,0.203832532,0.029850746,2382040,232,285,0.795146324,0.177795081,0.027058595,2407938,61,0.08,0
"102","1998-06-01",242,292,0.692376339,0.278939317,0.027919429,2458068,239,284,0.780923317,0.191610934,0.027465749,2511882,64.7,0,0
"103","1998-07-01",231,287,0.738558849,0.235706313,0.024556617,2645525,234,285,0.822505946,0.149580673,0.027913381,2617124,69.5,0,0
"104","1998-08-01",215,284,0.735600024,0.237211848,0.026336598,2721558,229,282,0.813467299,0.159947579,0.026585122,2767337,72.1,0.0406382978723404,0
"105","1998-09-01",245,287,0.69284721,0.272688796,0.033859363,2268600,246,285,0.827985682,0.129710381,0.042303938,2268648,70.4,0,0
"106","1998-10-01",237,281,0.771334664,0.1998474,0.027233243,2290816,228,285,0.834562764,0.142740054,0.022697182,2322652,65.6,0.0406382978723404,0
"107","1998-11-01",225,272,0.769887559,0.203535566,0.025735073,2213961,214,272,0.833577128,0.141289894,0.025132979,2247686,59.7,0.06,0
"108","1998-12-01",263,285,0.809751875,0.170571264,0.018753606,2328408,244,290,0.746035855,0.227752249,0.026211896,2338666,55.5,0.02,0
"109","1999-01-01",258,277,0.71753942,0.241061579,0.039841672,2230047,242,293,0.782436555,0.178360485,0.03920296,2211121,57.1,0.04,0
"110","1999-02-01",230,252,0.750589075,0.201785077,0.046697608,2031951,221,265,0.794102949,0.160062826,0.045834226,2039538,56.5,0.02,0
"111","1999-03-01",234,262,0.761209326,0.209582373,0.027863182,2411130,220,280,0.802499199,0.170201858,0.027298943,2455478,55.7,0.07,0
"112","1999-04-01",242,269,0.702658245,0.268390578,0.02710883,2378091,235,283,0.777016793,0.196378005,0.026605203,2399633,58.4,0.07,0
"113","1999-05-01",241,263,0.765368075,0.203832532,0.029850746,2443125,230,269,0.813591496,0.156099722,0.030308783,2484906,63.4,0.0406382978723404,0
"114","1999-06-01",251,274,0.692376339,0.278939317,0.027919429,2566676,237,295,0.78263641,0.190081591,0.027281999,2620107,65,0.02,0
"115","1999-07-01",241,274,0.738558849,0.235706313,0.024556617,2827137,229,289,0.791751938,0.183503876,0.024744186,2807337,70.3,0.0406382978723404,0
"116","1999-08-01",243,263,0.735600024,0.237211848,0.026336598,2823375,232,281,0.770976574,0.202555522,0.026467904,2889697,68.8,0,0
"117","1999-09-01",250,288,0.69284721,0.272688796,0.033859363,2373836,238,296,0.752313555,0.21375431,0.033932136,2375898,67.8,0,0
"118","1999-10-01",258,277,0.771334664,0.1998474,0.027233243,2485697,234,283,0.806190169,0.166147883,0.027661949,2516604,68.1,0,0
"119","1999-11-01",255,268,0.769887559,0.203535566,0.025735073,2422944,235,266,0.781633389,0.192807313,0.025559298,2457483,60.5,0.01,0
"120","1999-12-01",254,281,0.809751875,0.170571264,0.018753606,2401430,245,286,0.813373369,0.168091004,0.018535628,2456404,59.2,0.0406382978723404,0
"121","2000-01-01",246,266,0.697282262,0.261285276,0.040389407,2300115,244,266,0.769048033,0.191088707,0.03986326,2268785,58.4,0.03,0
"122","2000-02-01",235,267,0.614086754,0.335664765,0.048837352,2215568,242,267,0.695729537,0.255614186,0.048656277,2233914,57.7,0.16,0
"123","2000-03-01",237,260,0.713181357,0.249463943,0.035549035,2563863,237,269,0.759325095,0.204390271,0.036284634,2589547,57.9,0.08,0
"124","2000-04-01",253,272,0.698288996,0.26760811,0.03298957,2574160,234,274,0.747054341,0.220587373,0.032358286,2610045,61,0.06,0
"125","2000-05-01",245,267,0.697232803,0.257450146,0.044644858,2658943,233,265,0.745308912,0.210384809,0.044306279,2679408,64.3,0.0406382978723404,0
"126","2000-06-01",260,271,0.624446212,0.336192207,0.037828013,2785597,236,278,0.679920477,0.282590173,0.03748935,2872165,68,0,0
"127","2000-07-01",251,259,0.666540295,0.29592721,0.03617851,3021671,240,279,0.706293328,0.258611352,0.035095321,2976834,68.6,0,0
"128","2000-08-01",246,258,0.666418069,0.296878329,0.035425101,2966515,237,279,0.697144075,0.269234868,0.033621057,3020946,70.8,0,0
"129","2000-09-01",259,269,0.735158518,0.235016222,0.028117707,2491846,258,280,0.788763661,0.182547814,0.028688525,2489972,69.6,0,0
"130","2000-10-01",278,275,0.590854589,0.366688467,0.039295836,2545398,276,294,0.676863515,0.283167021,0.039969464,2561582,63.6,0.04,0
"131","2000-11-01",310,273,0.66991523,0.294158353,0.033619745,2470850,298,274,0.725259516,0.240657439,0.034083045,2487713,58.1,0,0
